ids,ATScore,OverallScore
9460,85,75.72
9461,96,79.7
9462,96,86.15
9463,89,88.44
9464,100,99.49
9465,92,84.61
9466,100,97.6
9467,97,80.19
9468,88,91.33
9469,100,98.32
9470,100,85
9471,100,75.93
9472,100,89.93
9473,93,91.76
9474,89,87.91
9475,84,88.68
9476,93,90.13
9477,89,90.88
9478,81,80.77
9479,100,93.79
9480,85,87.39
9481,82,87.19
9482,90,88.74
9483,100,96.23
9484,86,89.64
9485,89,86.98
9486,85,87.99
9487,97,29.25
9488,96,87.8
9489,92,89.28
9490,96,93.28
9491,89,88.49
9492,97,86.24
9493,89,80.86
9494,96,95.47
9495,100,100
9496,97,79.53
9497,100,90.44
9498,93,92.74
9499,85,69.37
9500,70,76.8
9501,89,86.97
9502,85,77.51
9503,100,91.59
9504,92,88.36
9505,100,91.19
9506,100,94.69
9507,96,93.38
9508,82,87.1
9509,85,88.14
9510,89,83.32
9511,97,96.63
9512,88,90.8
9513,100,96.95
9514,100,84.52
9515,82,81.1
9516,100,92.74
9517,96,92.8
9518,96,89.14
9519,86,88.55
9520,89,72.03
9521,89,78.54
9522,85,87.93
9523,93,91.08
9524,82,83.43
9525,96,90.89
9526,100,91.06
9527,81,77.47
9528,85,83.43
9529,96,88.21
9530,70,77.9
9531,88,90.33
9532,84,86.97
9533,96,89.25
9534,96,90.11
9535,89,85.88
9536,85,87.06
9537,89,86.58
9538,77,80.43
9539,89,89.09
9540,88,91.03
9541,92,92.92
9542,100,89.71
9543,96,91.53
9544,77,77.66
9545,85,76.28
9546,96,96.66
9547,89,91.57
9548,96,89.67
9549,70,75.4
9550,89,91.03
9551,96,88.11
9552,81,85.36
9553,92,94.07
9554,93,90.39
9555,82,85.06
9556,96,80.42
9557,89,87.89
9558,92,88.19
9559,81,83.76
9560,86,86.14
9561,96,92.16
9562,96,89.54
9563,100,92.92
9564,100,95.02
9565,85,80.67
9566,93,83.78
9567,89,77.25
9568,96,84.83
9569,89,88.69
9570,85,81.09
9571,69,76.69
9572,89,91.99
9573,96,82.57
9574,97,90.86
9575,85,82.5
9576,96,89.35
9577,75,77.68
9578,97,97.83
9579,92,93.58
9580,85,86.97
9581,85,71.64
9582,100,96.3
9583,96,77.98
9584,96,96.94
9585,100,93.79
9586,89,90.37
9587,96,90.8
9588,47,58.41
9589,100,94.98
9590,89,79.32
9591,96,90.65
9592,85,63.08
9593,89,87.38
9594,100,93.22
9595,96,92.95
9596,100,93.29
9597,78,68.87
9598,90,89.3
9599,96,81.43
9600,96,85.84
9601,97,95.87
9602,96,92.38
9603,92,92.15
9604,100,94.76
9605,81,80.01
9606,85,87.47
9607,92,90.72
9608,96,88.9
9609,97,90.53
9610,92,92.29
9611,89,72.54
9612,74,77.88
9613,100,92.92
9614,97,78.87
9615,85,80.36
9616,100,81.14
9617,89,84.89
9618,81,84.81
9619,100,96.46
9620,85,86.19
9621,81,78.54
9622,86,87.12
9623,90,86.45
9624,81,82.88
9625,92,87.56
9626,81,84.31
9627,100,87.75
9628,100,96.09
9629,89,82.87
9630,97,83.1
9631,97,94.1
9632,97,92.1
9633,89,70.99
9634,89,91.22
9635,82,82.94
9636,89,91.21
9637,89,92.05
9638,89,75.01
9639,81,73.95
9640,93,87.2
9641,100,91.39
9642,100,88.78
9643,85,86.63
9644,86,76.13
9645,93,91.86
9646,78,77.5
9647,100,85.82
9648,89,82.77
9649,96,96.66
9650,96,96.92
9651,97,93.35
9652,96,88.93
9653,81,72.71
9654,92,86.52
9655,96,83.29
9656,89,86.31
9657,78,80.44
9658,100,90.32
9659,100,87
9660,96,86.52
9661,96,90.82
9662,100,82.57
9663,89,86.25
9664,96,93.61
9665,89,89.26
9666,100,95.1
9667,89,91.86
9668,92,83.3
9669,100,90.85
9670,97,96.79
9671,89,87.65
9672,89,87.64
9673,85,83.27
9674,89,85.96
9675,81,83.74
9676,93,90.63
9677,92,90.57
9678,89,82.08
9679,96,92.14
9680,92,93.84
9681,81,78.63
9682,81,84.25
9683,89,90.58
9684,93,83.93
9685,93,93.91
9686,97,88.55
9687,85,85.81
9688,96,83.55
9689,93,83.25
9690,100,91.37
9691,92,91.15
9692,89,87.96
9693,89,86.51
9694,89,85.1
9695,85,88.59
9696,92,91.15
9697,92,91.04
9698,89,89.48
9699,93,86.67
9700,97,88.42
9701,81,84.96
9702,93,95.05
9703,73,75.28
9704,85,81.48
9705,89,85.78
9706,89,92.15
9707,97,91.01
9708,93,93.19
9709,100,90.6
9710,93,91.36
9711,77,83.73
9712,93,88.48
9713,89,80.81
9714,74,76.47
9715,100,92.85
9716,86,81.13
9717,100,91.81
9718,100,95.29
9719,100,92.02
9720,100,94.68
9721,85,85.19
9722,89,83.11
9723,100,88.04
9724,97,95.87
9725,74,76.69
9726,85,84.12
9727,96,95.47
9728,93,87.21
9729,94,87.29
9730,89,92.22
9731,93,94.38
9732,100,94.69
9733,100,89.28
9734,89,88.73
9735,82,83.21
9736,82,83.43
9737,100,96.01
9738,85,83.22
9739,100,98.23
9740,93,95.05
9741,81,79.19
9742,96,94.97
9743,89,70.25
9744,89,83.65
9745,74,76.69
9746,97,88.41
9747,77,80.58
9748,89,82.48
9749,96,93.98
9750,96,94.55
9751,85,88.04
9752,100,89.78
9753,85,83.96
9754,89,80.23
9755,92,84.78
9756,89,91.45
9757,92,90.19
9758,94,78.78
9759,89,68.23
9760,92,89.09
9761,89,83.86
9762,97,95.23
9763,67,75.9
9764,89,71.14
9765,85,87.64
9766,81,85.34
9767,86,81.38
9768,100,93.3
9769,92,88.42
9770,96,87.14
9771,100,92.92
9772,100,94.93
9773,82,87.06
9774,96,78.18
9775,89,86.84
9776,89,82.68
9777,88,90.38
9778,92,93.93
9779,90,88.75
9780,85,79.31
9781,100,93.91
9782,89,89.59
9783,96,85.35
9784,90,91.77
9785,85,86.31
9786,96,92.26
9787,100,92.1
9788,89,90.75
9789,97,93.87
9790,92,88.95
9791,92,85.99
9792,96,85.45
9793,70,73.71
9794,77,79.75
9795,100,99.63
9796,97,92.97
9797,89,89.08
9798,93,89.08
9799,97,96.19
9800,93,95.05
9801,77,79.26
9802,89,75.14
9803,97,95.78
9804,100,94.71
9805,93,93.73
9806,81,81.58
9807,93,89.67
9808,96,88.68
9809,93,93.48
9810,93,93.37
9811,70,68.6
9812,86,89.35
9813,93,79.73
9814,88,87.55
9815,96,81.08
9816,100,76.74
9817,89,83.99
9818,89,82.83
9819,100,86.22
9820,81,84.62
9821,85,82.69
9822,89,91.5
9823,97,86.88
9824,100,86.81
9825,85,89.3
9826,81,84.61
9827,96,89.3
9828,89,91.77
9829,89,84.92
9830,97,89.9
9831,93,90.16
9832,100,94.65
9833,85,81.64
9834,85,83.73
9835,85,83.1
9836,89,91.23
9837,89,92.02
9838,100,91.69
9839,82,80.76
9840,89,82.3
9841,82,86.79
9842,82,84
9843,85,87.24
9844,85,86.58
9845,89,90.74
9846,96,93.98
9847,96,87.07
9848,85,83.73
9849,96,96.29
9850,85,88.65
9851,81,86
9852,96,89.02
9853,93,90.14
9854,92,92.73
9855,96,89.58
9856,85,81.67
9857,85,83.26
9858,96,92.59
9859,85,85.46
9860,93,82.76
9861,69,71.06
9862,85,89.23
9863,97,81.71
9864,96,92.35
9865,77,83.43
9866,96,90.72
9867,89,88.03
9868,89,83.08
9869,82,86.75
9870,74,80.3
9871,97,95.18
9872,100,93.73
9873,97,87.54
9874,100,96.46
9875,89,89.53
9876,89,87.37
9877,100,88.17
9878,96,96.16
9879,89,83.29
9880,85,86.03
9881,89,85.54
9882,96,94.55
9883,77,81.63
9884,100,98.23
9885,96,84.42
9886,89,90.2
9887,92,91.4
9888,54,53.96
9889,93,91.65
9890,100,94.69
9891,93,94.74
9892,89,88.25
9893,81,80.17
9894,85,84.98
9895,88,88.29
9896,96,95.31
9897,93,86.67
9898,92,94.34
9899,96,89.47
9900,100,93.36
9901,89,79.39
9902,100,89.92
9903,100,75.84
9904,85,85.67
9905,77,83.32
9906,89,88.08
9907,80,75.59
9908,100,92.41
9909,100,81.94
9910,100,85.27
9911,89,80.4
9912,81,77.93
9913,74,80.06
9914,96,89.21
9915,89,81.76
9916,100,90.71
9917,93,93.4
9918,97,81.31
9919,100,90.02
9920,100,91.38
9921,96,90.85
9922,93,91.88
9923,93,88.11
9924,100,85.47
9925,89,90.1
9926,96,91.44
9927,89,83.92
9928,89,85.45
9929,100,88.17
9930,78,83.25
9931,77,70.46
9932,89,87.98
9933,100,86.38
9934,81,83.34
9935,92,82.09
9936,100,96.67
9937,89,82.63
9938,93,88.96
9939,89,88.74
9940,85,82.39
9941,85,84.46
9942,78,81.59
9943,85,89.24
9944,96,97.17
9945,77,80.76
9946,85,80.74
9947,85,86.55
9948,93,92.74
9949,100,93.45
9950,100,87.66
9951,93,91.75
9952,81,79
9953,85,76.66
9954,70,63.87
9955,89,88.47
9956,85,87.35
9957,96,94.36
9958,100,87.45
9959,93,93.91
9960,89,88.68
9961,81,67.96
9962,89,85.97
9963,96,88.94
9964,85,84.36
9965,96,94.22
9966,89,85.17
9967,97,82.93
9968,93,89.86
9969,97,76.61
9970,100,94.35
9971,92,92.51
9972,89,85.05
9973,93,88.2
9974,85,86.77
9975,96,90.09
9976,86,85.06
9977,100,90.63
9978,81,79.3
9979,96,89.49
9980,85,86.19
9981,92,90
9982,74,80.86
9983,85,89.24
9984,86,89.04
9985,96,91.18
9986,66,75.35
9987,85,89.39
9988,89,85.91
9989,85,81.65
9990,70,77.31
9991,100,92.86
9992,96,73.1
9993,81,81.27
9994,89,92.22
9995,85,85.25
9996,96,97.17
9997,96,95.42
9998,96,93.29
9999,100,88.13
10000,100,87.95
